Obs_ID,Respondent_ID,Market,Actor_type,Species_code,Unit,Pair_ID,Buy_status,Buy_BDT_kg,Buy_outlier_flag,Sell_status,Sell_BDT_kg,Sell_outlier_flag,Quantity_kg
PO-0284,M4-B-02,M4,Bepari_Faria,S09,,,K,,,K,,,
PO-0285,M4-B-03,M4,Bepari_Faria,S02,Maund,,value,1185.69,,value,1333.07,,22.39
PO-0286,M4-B-03,M4,Bepari_Faria,S03,Maund,,value,837.35,,value,897.64,,22.39
PO-0287,M4-B-03,M4,Bepari_Faria,S05,Maund,,value,468.92,,value,515.81,,29.86
PO-0288,M4-B-03,M4,Bepari_Faria,S06,Maund,,value,355.04,,value,395.23,,18.66
PO-0289,M4-B-03,M4,Bepari_Faria,S07,Maund,,value,408.63,,value,442.12,,33.59
PO-0290,M4-B-03,M4,Bepari_Faria,S09,,,K,,,K,,,
PO-0291,M4-B-04,M4,Bepari_Faria,S02,Maund,,value,1299.57,,value,1413.45,,74.64
PO-0292,M4-B-04,M4,Bepari_Faria,S03,Maund,,value,790.46,,value,864.15,,37.32
PO-0293,M4-B-04,M4,Bepari_Faria,S04,Maund,,value,710.08,,value,777.06,,70.91
PO-0294,M4-B-04,M4,Bepari_Faria,S07,Maund,,value,388.53,,value,422.03,,63.44
PO-0295,M4-B-04,M4,Bepari_Faria,S10,Maund,,value,184.89,,value,203.64,,67.18
PO-0296,M4-B-04,M4,Bepari_Faria,S08,,,K,,,K,,,
PO-0297,M4-B-05,M4,Bepari_Faria,S10,Maund,,value,179.53,,value,200.96,,59.71
PO-0298,M4-B-05,M4,Bepari_Faria,S02,Maund,,value,1333.07,,value,1453.64,,59.71
PO-0299,M4-B-05,M4,Bepari_Faria,S03,Maund,,value,844.05,,value,917.74,,78.37
PO-0300,M4-B-05,M4,Bepari_Faria,S05,Maund,,value,442.12,,value,482.32,,74.64
PO-0301,M4-B-05,M4,Bepari_Faria,S07,,,K,,,K,,,
PO-0302,M4-B-05,M4,Bepari_Faria,S01,,,K,,,K,,,
PO-0303,M4-R-01,M4,Khuchra,S01,Maund,,value,1259.38,,value,1420.15,,11.2
PO-0304,M4-R-01,M4,Khuchra,S02,Maund,PAIR-M4-01,value,1219.19,,D,,,14.93
PO-0305,M4-R-01,M4,Khuchra,S03,Maund,,value,870.85,,value,991.43,,14.93
PO-0306,M4-R-01,M4,Khuchra,S04,Maund,,value,770.36,,K,,,11.2
PO-0307,M4-R-01,M4,Khuchra,S05,Maund,,value,509.11,,value,589.5,,11.2
PO-0308,M4-R-02,M4,Khuchra,S01,Kg,,value,1305.0,,value,1450.0,,10.0
PO-0309,M4-R-02,M4,Khuchra,S02,Kg,PAIR-M4-03,value,1205.0,YES,value,1515.0,,10.0
PO-0310,M4-R-02,M4,Khuchra,S03,Kg,,value,905.0,,value,1060.0,,15.0
PO-0311,M4-R-02,M4,Khuchra,S05,Kg,,value,475.0,,value,545.0,,10.0
PO-0312,M4-R-02,M4,Khuchra,S06,Kg,,value,380.0,,value,425.0,,10.0
PO-0313,M4-R-03,M4,Khuchra,S01,Kg,,value,1225.0,,value,1395.0,,35.0
PO-0314,M4-R-03,M4,Khuchra,S02,Kg,,value,1345.0,,value,1500.0,,25.0
PO-0315,M4-R-03,M4,Khuchra,S05,Kg,,value,490.0,,value,545.0,,25.0
PO-0316,M4-R-03,M4,Khuchra,S06,Kg,,value,380.0,,value,430.0,,20.0
PO-0317,M4-R-03,M4,Khuchra,S07,Kg,,value,440.0,,value,525.0,,20.0
PO-0318,M4-R-04,M4,Khuchra,S01,Kg,,value,1245.0,,value,1410.0,,10.0
PO-0319,M4-R-04,M4,Khuchra,S04,Kg,,value,785.0,,value,900.0,,10.0
PO-0320,M4-R-04,M4,Khuchra,S05,Kg,,value,490.0,,value,570.0,,5.0
PO-0321,M4-R-04,M4,Khuchra,S06,Kg,,value,385.0,,value,425.0,,10.0
PO-0322,M4-R-04,M4,Khuchra,S08,Kg,,value,295.0,,K,,,10.0
PO-0323,M4-R-04,M4,Khuchra,S10,,,K,,,K,,,
PO-0324,M4-R-04,M4,Khuchra,S03,,,K,,,K,,,
PO-0325,M4-R-05,M4,Khuchra,S01,Kg,,value,1300.0,,value,1480.0,,30.0
PO-0326,M4-R-05,M4,Khuchra,S02,Kg,,value,1355.0,,value,1540.0,,30.0
PO-0327,M4-R-05,M4,Khuchra,S03,Kg,,value,900.0,,value,1050.0,,30.0
PO-0328,M4-R-05,M4,Khuchra,S05,Kg,,value,515.0,,value,585.0,,20.0
PO-0329,M4-R-05,M4,Khuchra,S06,Kg,PAIR-M4-02,value,350.0,,value,440.0,,15.0
PO-0330,M4-R-05,M4,Khuchra,S04,,,K,,,K,,,
PO-0331,M5-A-01,M5,Aratdar,S01,Maund,,value,1192.39,,value,1259.38,,186.6
PO-0332,M5-A-01,M5,Aratdar,S02,Maund,,value,1326.37,,value,1386.66,,268.7
PO-0333,M5-A-01,M5,Aratdar,S05,Maund,PAIR-M5-03,value,448.82,,value,468.92,,205.26
PO-0334,M5-A-01,M5,Aratdar,S06,Maund,,value,348.34,,value,368.44,,362.0
PO-0335,M5-A-01,M5,Aratdar,S10,,,K,,,K,,,
PO-0336,M5-A-01,M5,Aratdar,S03,,,K,,,K,,,
PO-0337,M5-A-02,M5,Aratdar,S01,Maund,,value,1172.29,,value,1219.19,,44.78
PO-0338,M5-A-02,M5,Aratdar,S02,Maund,,value,1239.28,,value,1292.87,,41.05
PO-0339,M5-A-02,M5,Aratdar,S04,Maund,PAIR-M5-02,value,689.98,,D,,,104.5
PO-0340,M5-A-02,M5,Aratdar,S05,Maund,,value,448.82,,value,468.92,,41.05
PO-0341,M5-A-02,M5,Aratdar,S06,Maund,,value,368.44,,value,381.83,,89.57
PO-0342,M5-A-03,M5,Aratdar,S01,Maund,,value,1105.31,,D,,,97.03
PO-0343,M5-A-03,M5,Aratdar,S02,Maund,,value,1312.97,,value,1359.86,,55.98
PO-0344,M5-A-03,M5,Aratdar,S03,Maund,,value,857.45,,value,911.04,,111.96
PO-0345,M5-A-03,M5,Aratdar,S05,Maund,,value,482.32,,value,509.11,,93.3
PO-0346,M5-A-03,M5,Aratdar,S06,Maund,PAIR-M5-01,value,341.64,,value,361.74,,48.52
PO-0347,M5-A-03,M5,Aratdar,S04,,,K,,,K,,,
PO-0348,M5-A-04,M5,Aratdar,S01,Maund,,value,1138.8,,value,1199.09,,302.29
PO-0349,M5-A-04,M5,Aratdar,S03,Maund,,value,810.56,,value,857.45,,130.62
PO-0350,M5-A-04,M5,Aratdar,S04,Maund,,value,716.77,,value,750.27,,276.17
PO-0351,M5-A-04,M5,Aratdar,S09,Maund,,value,211.68,,value,222.4,,194.06
PO-0352,M5-A-04,M5,Aratdar,S10,Maund,,value,176.85,,value,187.57,,242.58
PO-0353,M5-A-04,M5,Aratdar,S05,,,K,,,K,,,
PO-0354,M5-A-04,M5,Aratdar,S08,,,K,,,K,,,
PO-0355,M5-A-05,M5,Aratdar,S01,Maund,,value,1152.2,,value,1205.79,,126.89
PO-0356,M5-A-05,M5,Aratdar,S02,Maund,,value,1225.88,,value,1286.17,,59.71
PO-0357,M5-A-05,M5,Aratdar,S03,Maund,,K,,,value,877.55,,130.62
PO-0358,M5-A-05,M5,Aratdar,S08,Maund,,value,281.35,,value,294.75,,63.44
PO-0359,M5-B-01,M5,Bepari_Faria,S01,Maund,,value,1138.8,,value,1239.28,,7.46
PO-0360,M5-B-01,M5,Bepari_Faria,S02,Maund,,value,1306.27,,value,1487.14,,7.46
PO-0361,M5-B-01,M5,Bepari_Faria,S04,Maund,,value,756.97,,value,830.65,,11.2
PO-0362,M5-B-01,M5,Bepari_Faria,S05,Maund,,value,475.62,,value,542.6,,11.2
PO-0363,M5-B-01,M5,Bepari_Faria,S06,Maund,,value,381.83,,value,415.33,,7.46
PO-0364,M5-B-02,M5,Bepari_Faria,S01,Maund,,value,1178.99,,value,1259.38,,48.52
PO-0365,M5-B-02,M5,Bepari_Faria,S02,Maund,,value,1359.86,,value,1453.64,,59.71
PO-0366,M5-B-02,M5,Bepari_Faria,S03,Maund,,value,870.85,,value,978.03,,74.64
PO-0367,M5-B-02,M5,Bepari_Faria,S05,Maund,,value,442.12,,value,482.32,,85.84
PO-0368,M5-B-02,M5,Bepari_Faria,S06,Maund,,value,361.74,,value,395.23,,74.64
PO-0369,M5-B-03,M5,Bepari_Faria,S01,Maund,,value,1245.98,,value,1326.37,,78.37
PO-0370,M5-B-03,M5,Bepari_Faria,S02,Maund,,value,1386.66,,value,1540.73,,55.98
PO-0371,M5-B-03,M5,Bepari_Faria,S03,Maund,,value,897.64,,value,1004.82,,37.32
PO-0372,M5-B-03,M5,Bepari_Faria,S04,Maund,,value,783.76,,value,870.85,,67.18
PO-0373,M5-B-03,M5,Bepari_Faria,S05,Maund,,K,,,value,489.01,,41.05
PO-0374,M5-B-03,M5,Bepari_Faria,S07,,,K,,,K,,,
PO-0375,M5-B-03,M5,Bepari_Faria,S10,,,K,,,K,,,
PO-0376,M5-B-04,M5,Bepari_Faria,S01,Maund,,value,1145.5,,value,1279.47,,14.93
PO-0377,M5-B-04,M5,Bepari_Faria,S02,Maund,,value,1225.88,,value,1386.66,,14.93
PO-0378,M5-B-04,M5,Bepari_Faria,S03,Maund,,value,890.94,,value,951.23,,11.2
PO-0379,M5-B-04,M5,Bepari_Faria,S06,Maund,,value,388.53,,value,428.72,,14.93
PO-0380,M5-B-04,M5,Bepari_Faria,S07,Maund,,value,455.52,YES,value,495.71,YES,11.2
PO-0381,M5-B-04,M5,Bepari_Faria,S08,,,K,,,K,,,
PO-0382,M5-B-04,M5,Bepari_Faria,S10,,,K,,,K,,,
PO-0383,M5-B-05,M5,Bepari_Faria,S01,Maund,,value,1185.69,,value,1286.17,,26.12
PO-0384,M5-B-05,M5,Bepari_Faria,S03,Maund,,value,884.24,,value,951.23,,18.66
PO-0385,M5-B-05,M5,Bepari_Faria,S04,Maund,,value,743.57,,value,817.26,,33.59
PO-0386,M5-B-05,M5,Bepari_Faria,S06,Maund,,value,388.53,,value,415.33,,29.86
PO-0387,M5-B-05,M5,Bepari_Faria,S07,Maund,,value,435.42,,value,475.62,,29.86
PO-0388,M5-R-01,M5,Khuchra,S01,Kg,,value,1330.0,,value,1495.0,,15.0
PO-0389,M5-R-01,M5,Khuchra,S04,Kg,,value,790.0,,value,875.0,,15.0
PO-0390,M5-R-01,M5,Khuchra,S05,Kg,PAIR-M5-03,value,465.0,,value,590.0,,15.0
PO-0391,M5-R-01,M5,Khuchra,S06,Kg,,value,415.0,,value,485.0,,25.0
PO-0392,M5-R-01,M5,Khuchra,S08,Kg,,value,295.0,,value,330.0,,25.0
PO-0393,M5-R-02,M5,Khuchra,S01,Kg,,value,1330.0,,value,1520.0,,10.0
PO-0394,M5-R-02,M5,Khuchra,S02,Kg,,value,1420.0,,value,1605.0,,10.0
PO-0395,M5-R-02,M5,Khuchra,S04,Kg,PAIR-M5-02,value,725.0,,K,,,10.0
PO-0396,M5-R-02,M5,Khuchra,S05,Kg,,value,525.0,,value,585.0,,10.0
PO-0397,M5-R-02,M5,Khuchra,S06,Kg,,value,415.0,,value,455.0,,10.0
PO-0398,M5-R-02,M5,Khuchra,S03,,,K,,,K,,,
PO-0399,M5-R-03,M5,Khuchra,S01,Kg,,value,1330.0,,D,,,15.0
PO-0400,M5-R-03,M5,Khuchra,S04,Kg,,value,820.0,,value,915.0,,15.0
PO-0401,M5-R-03,M5,Khuchra,S05,Kg,,value,530.0,,value,585.0,,15.0
PO-0402,M5-R-03,M5,Khuchra,S06,Kg,,value,405.0,,value,470.0,,10.0
PO-0403,M5-R-03,M5,Khuchra,S07,Kg,,value,465.0,,value,515.0,,10.0
PO-0404,M5-R-04,M5,Khuchra,S01,Kg,,value,1325.0,,value,1565.0,,10.0
PO-0405,M5-R-04,M5,Khuchra,S02,Kg,,value,1475.0,YES,value,1670.0,,15.0
PO-0406,M5-R-04,M5,Khuchra,S03,Kg,,value,945.0,,value,1035.0,,15.0
PO-0407,M5-R-04,M5,Khuchra,S05,Kg,,value,530.0,,value,580.0,,15.0
PO-0408,M5-R-04,M5,Khuchra,S06,Kg,PAIR-M5-01,value,360.0,,value,465.0,,10.0
PO-0409,M5-R-05,M5,Khuchra,S01,Kg,,value,1280.0,,value,1495.0,,20.0
PO-0410,M5-R-05,M5,Khuchra,S02,Kg,,value,1410.0,,value,1620.0,,25.0
PO-0411,M5-R-05,M5,Khuchra,S03,Kg,,value,925.0,,value,1025.0,,20.0
PO-0412,M5-R-05,M5,Khuchra,S05,Kg,,value,530.0,,value,595.0,,25.0
PO-0413,M5-R-05,M5,Khuchra,S06,Kg,,value,405.0,,value,455.0,,15.0
PO-0414,M6-A-01,M6,Aratdar,S01,Maund,,value,1004.82,,D,,,287.36
PO-0415,M6-A-01,M6,Aratdar,S02,Maund,,value,1178.99,,value,1225.88,,313.49
PO-0416,M6-A-01,M6,Aratdar,S03,Maund,,value,770.36,,value,803.86,,197.8
PO-0417,M6-A-01,M6,Aratdar,S05,Maund,,value,415.33,,value,435.42,,186.6
PO-0418,M6-A-01,M6,Aratdar,S06,Maund,,value,321.54,,value,334.94,,186.6
PO-0419,M6-A-02,M6,Aratdar,S01,Maund,,value,1051.71,,value,1105.31,,212.72
PO-0420,M6-A-02,M6,Aratdar,S02,Maund,,value,1219.19,,value,1266.08,,153.01
PO-0421,M6-A-02,M6,Aratdar,S03,Maund,PAIR-M6-01,value,763.67,,value,797.16,,175.4
PO-0422,M6-A-02,M6,Aratdar,S05,Maund,,value,415.33,,value,435.42,,205.26
PO-0423,M6-A-02,M6,Aratdar,S07,Maund,,value,368.44,,value,381.83,,164.21
PO-0424,M6-A-03,M6,Aratdar,S01,Maund,,value,1118.7,,value,1158.9,,82.1
PO-0425,M6-A-03,M6,Aratdar,S02,Maund,,value,1152.2,,value,1219.19,,78.37
PO-0426,M6-A-03,M6,Aratdar,S03,Maund,,value,783.76,,value,823.95,,55.98
PO-0427,M6-A-03,M6,Aratdar,S04,Maund,,value,629.69,,value,656.48,,123.16
PO-0428,M6-A-03,M6,Aratdar,S05,Maund,,value,428.72,,value,448.82,,93.3
PO-0429,M6-A-04,M6,Aratdar,S01,Maund,,value,1105.31,,value,1145.5,,276.17
PO-0430,M6-A-04,M6,Aratdar,S03,Maund,,value,756.97,,value,783.76,,182.87
PO-0431,M6-A-04,M6,Aratdar,S04,Maund,,value,622.99,,value,663.18,,250.04
PO-0432,M6-A-04,M6,Aratdar,S06,Maund,,value,321.54,,value,328.24,,283.63
PO-0433,M6-A-04,M6,Aratdar,S09,Maund,,value,206.32,,value,217.04,,220.19
PO-0434,M6-A-05,M6,Aratdar,S01,Maund,,value,1112.0,,value,1152.2,,70.91
PO-0435,M6-A-05,M6,Aratdar,S02,Maund,,value,1112.0,,value,1152.2,,104.5
PO-0436,M6-A-05,M6,Aratdar,S03,Maund,,value,736.87,,value,777.06,,63.44
PO-0437,M6-A-05,M6,Aratdar,S04,Maund,PAIR-M6-02,value,696.68,,value,730.17,,70.91
PO-0438,M6-A-05,M6,Aratdar,S05,Maund,,value,435.42,,value,455.52,,52.25
PO-0439,M6-B-01,M6,Bepari_Faria,S01,Maund,,value,1152.2,,value,1259.38,,48.52
PO-0440,M6-B-01,M6,Bepari_Faria,S03,Maund,,value,756.97,,value,850.75,,52.25
PO-0441,M6-B-01,M6,Bepari_Faria,S05,Maund,,value,462.22,,value,502.41,,82.1
PO-0442,M6-B-01,M6,Bepari_Faria,S06,Maund,,value,328.24,,value,355.04,,59.71
PO-0443,M6-B-01,M6,Bepari_Faria,S09,Maund,,value,200.96,,value,214.36,,63.44
PO-0444,M6-B-01,M6,Bepari_Faria,S04,,,K,,,K,,,
PO-0445,M6-B-01,M6,Bepari_Faria,S07,,,K,,,K,,,
PO-0446,M6-B-02,M6,Bepari_Faria,S01,Maund,,value,1138.8,,value,1212.49,,93.3
PO-0447,M6-B-02,M6,Bepari_Faria,S02,Maund,,value,1205.79,,value,1339.76,,97.03
PO-0448,M6-B-02,M6,Bepari_Faria,S03,Maund,,value,763.67,,value,830.65,,93.3
PO-0449,M6-B-02,M6,Bepari_Faria,S05,Maund,,value,422.03,,value,462.22,,55.98
PO-0450,M6-B-02,M6,Bepari_Faria,S06,Maund,,value,341.64,,value,381.83,,63.44
PO-0451,M6-B-03,M6,Bepari_Faria,S01,Maund,,value,1112.0,,value,1205.79,,11.2
PO-0452,M6-B-03,M6,Bepari_Faria,S02,Maund,,value,1272.78,,value,1426.85,,7.46
PO-0453,M6-B-03,M6,Bepari_Faria,S04,Maund,,value,683.28,,value,763.67,,11.2
PO-0454,M6-B-03,M6,Bepari_Faria,S05,Maund,,value,448.82,,value,489.01,,3.73
PO-0455,M6-B-03,M6,Bepari_Faria,S06,Maund,,value,321.54,,value,368.44,,7.46
PO-0456,M6-B-04,M6,Bepari_Faria,S01,Maund,,value,1091.91,,value,1178.99,,11.2
PO-0457,M6-B-04,M6,Bepari_Faria,S02,Maund,,value,1125.4,,value,1219.19,,7.46
PO-0458,M6-B-04,M6,Bepari_Faria,S03,Maund,,value,790.46,,value,830.65,,14.93
PO-0459,M6-B-04,M6,Bepari_Faria,S05,Maund,,value,448.82,,value,482.32,,11.2
PO-0460,M6-B-04,M6,Bepari_Faria,S06,Maund,,value,348.34,,value,381.83,,18.66
PO-0461,M6-B-05,M6,Bepari_Faria,S01,Maund,,value,1178.99,,value,1306.27,,29.86
PO-0462,M6-B-05,M6,Bepari_Faria,S04,Maund,,value,669.88,,value,743.57,,14.93
PO-0463,M6-B-05,M6,Bepari_Faria,S05,Maund,,value,475.62,,value,509.11,,37.32
PO-0464,M6-B-05,M6,Bepari_Faria,S06,Maund,,value,328.24,,value,361.74,,26.12
PO-0465,M6-B-05,M6,Bepari_Faria,S09,Maund,,value,203.64,,value,225.08,,29.86
PO-0466,M6-B-05,M6,Bepari_Faria,S07,,,K,,,K,,,
PO-0467,M6-R-01,M6,Khuchra,S01,Kg,,value,1220.0,,value,1400.0,,10.0
PO-0468,M6-R-01,M6,Khuchra,S02,Kg,,value,1310.0,,value,1430.0,,10.0
PO-0469,M6-R-01,M6,Khuchra,S03,Kg,PAIR-M6-01,value,795.0,YES,value,1010.0,,10.0
PO-0470,M6-R-01,M6,Khuchra,S04,Kg,,value,725.0,,value,840.0,,15.0
PO-0471,M6-R-01,M6,Khuchra,S05,Kg,,value,460.0,,value,535.0,,5.0
PO-0472,M6-R-02,M6,Khuchra,S01,Maund,,value,1212.49,,value,1366.56,,22.39
PO-0473,M6-R-02,M6,Khuchra,S02,Maund,,value,1272.78,,value,1440.25,,14.93
PO-0474,M6-R-02,M6,Khuchra,S04,Maund,,value,770.36,,value,870.85,,26.12
PO-0475,M6-R-02,M6,Khuchra,S05,Maund,,value,468.92,,value,529.21,,14.93
PO-0476,M6-R-02,M6,Khuchra,S06,Maund,,value,381.83,,value,442.12,,18.66
PO-0477,M6-R-03,M6,Khuchra,S02,Kg,,value,1320.0,,value,1535.0,,25.0
PO-0478,M6-R-03,M6,Khuchra,S04,Kg,,value,745.0,,value,855.0,,25.0
PO-0479,M6-R-03,M6,Khuchra,S05,Kg,,value,475.0,,D,,,15.0
PO-0480,M6-R-03,M6,Khuchra,S06,Kg,,value,395.0,,value,450.0,,25.0
PO-0481,M6-R-03,M6,Khuchra,S07,Kg,,value,435.0,,value,490.0,,15.0
PO-0482,M6-R-04,M6,Khuchra,S01,Kg,,value,1260.0,,K,,,10.0
PO-0483,M6-R-04,M6,Khuchra,S02,Kg,,value,1330.0,,value,1460.0,,10.0
PO-0484,M6-R-04,M6,Khuchra,S04,Kg,PAIR-M6-02,value,730.0,,value,815.0,,5.0
PO-0485,M6-R-04,M6,Khuchra,S05,Kg,,value,480.0,,value,535.0,,5.0
PO-0486,M6-R-04,M6,Khuchra,S06,Kg,,value,390.0,,K,,,10.0
PO-0487,M6-R-05,M6,Khuchra,S01,Kg,,value,1230.0,,value,1385.0,,25.0
PO-0488,M6-R-05,M6,Khuchra,S02,Kg,,value,1325.0,,K,,,25.0
PO-0489,M6-R-05,M6,Khuchra,S03,Kg,,value,895.0,,value,1010.0,,30.0
PO-0490,M6-R-05,M6,Khuchra,S04,Kg,,value,740.0,,value,830.0,,20.0
PO-0491,M6-R-05,M6,Khuchra,S05,Kg,,value,495.0,,value,570.0,,25.0
